Molecule,is_valid,is_active,lipinski
C[C@H](CNCCCS(C)(=O)=O)NC(=O)[C@@H]1[C@H]2Cc3ccccc3[C@H]12,1,1,True
Cn1nncc1CNC(=O)N1C[C@@H]2CCC[C@H](N)[C@H]2C1,1,1,True
CC(C)n1cc(C(=O)N[C@H]2C[C@H](NC[C@@H]3CC[C@H]4C[C@@H]4C3)C2)cn1,1,1,True
Cn1ncc(CN[C@@](C)(C2CC2)C(F)(F)F)n1,1,1,True
CO[C@H]1[C@H]2[C@H]3C[C@@H]1C[C@@H]3CN2CCC(C)(C)[N+](=O)[O-],1,1,True
CCc1occc1C(=O)NC[C@H]1CCN1Cc1nnc(C2CC2)o1,1,1,True
CCC(=O)N1CCO[C@@H]2CN(C(=O)c3cnnn3C)C[C@@H]2C1,1,1,True
CCC#C[C@H](C)N[C@@H](c1ncccn1)[C@@H]1CCCO1,1,1,True
CC(C)n1cnc(C(=O)N2C[C@H](NCc3cccnc3)C[C@@H]2C)c1,1,1,True
C[C@H]1[C@H](NC(=O)NCc2cc(-c3ccccc3)on2)CCN1C,1,1,True
C=CCC1(C(=O)N[C@H](C)C[C@H](C)NC(=O)Cc2ccccccn2)CCC1,1,1,True
Cc1cnc(CN2CCO[C@@H](CNC(=O)[C@@H]3CCC(=O)N3C)C2)o1,1,1,True
COc1cc(CN2C[C@@H](C)[C@H](NC(=O)c3cc(C4CC4)n(C)n3)C2)on1,1,1,True
C#CCNC(=O)CN1CC[C@@H](NC(=O)CC(C)C)[C@H](O)C1,1,1,True
C[C@H](N[C@H]1C[C@@H](c2ccc(Cl)cc2)C1)[C@@H]1C[C@@H]2CCC(=O)N[C@H]2C1,1,1,True
Cc1cnc(CN2C[C@@H]3CCC[C@]3(NC(=O)Cc3cnc[nH]3)C2)o1,1,1,True
CN(C)CCn1ccc(N[C@@H]2c3ccccc3C[C@H]2O)n1,1,1,True
C=C[C@H](CC)CC(=O)N1CC[C@H](CCNC(=O)CCc2cnn[nH]2)C1,1,1,True
C[C@H](NC(=O)[C@@H]1CCC[C@@]12CCNC2)C1CN(Cc2nc(O)n[nH]2)C1,1,1,True
CC(C)(C)Oc1cc(COC(=O)[C@H]2CCc3nncn3C2)ccc1F,1,1,True
C/C(=C/C(=O)NCC[C@H](C)Nc1ccc2ncnn2n1)C1CC1,1,1,True
CC(C)c1ncncc1C(=O)N[C@@H]1C[C@H]2CC[C@@H]1N2[C@@H]1CCNC1=O,1,1,True
C[C@H](F)CCN1C[C@@H]2CCC[C@]2(NC(=O)c2nccn2CC2CC2)C1,1,1,True
C[C@@H]1c2ccccc2O[C@H]1CNCc1nc(C2CC2)cs1,1,1,True
CN(CCN(C)C(=O)[C@@H]1C[C@@]12CCOC2)C(=O)c1ccncn1,1,1,True
Cc1cc(C(=O)NCC2[C@H]3CN(CCF)C[C@H]23)ccc1F,1,1,True
C[C@@H]1CN(C(=O)C(C)(C)C)C[C@H]1Nc1nc2ccccc2o1,1,1,True
COc1ncc(C(=O)NC[C@@]2(CO)C[C@H]3CC[C@H]2C3)cc1Cl,1,1,True
CC[C@@H]1CC[C@@H](C(=O)NCCNCCCCCn2ccnn2)O1,1,1,True
CC(C)C(=O)N1C[C@H]2[C@H](C1)[C@H](CNC(=O)CC(C)(C)C)C2,1,1,True
C[C@H](NC(=O)c1cnn(C)c1)C1CN([C@@H](C)c2cccc(F)c2)C1,1,1,True
C[C@]1(NC(=O)[C@H]2CCC(=O)N2)CCN(Cc2cnon2)C1,1,1,True
Cn1ncc2c1ncnc2NC[C@@H]1CCN(C(=O)[C@H]2CCOC2)C1,1,1,True
Cn1nccc1C(=O)NCC1(O)CN(C(=O)C[C@@H]2CC[C@H]3C[C@H]3C2)C1,1,1,True
C=CCNC(=O)[C@@H](C)N1C[C@@H]2C(NC(=O)CNC(C)=O)[C@H]2C1,1,1,True
C[C@@H]1CN(C(=O)Cc2cnn3ccccc23)C[C@H]1CNCC(N)=O,1,1,True
CC#CCNC[C@@H]1CN(C(=O)c2cnc(C(C)(C)C)nc2)CC[C@H]1C,1,1,True
Cn1ncc(CN[C@@H]2CCN(C(=O)CCS(C)(=O)=O)C2)n1,1,1,True
C=CCn1c(Cc2cnn[nH]2)nnc1N1C[C@H](C)CC[C@H]1C,1,1,True
CC[C@H](F)C(=O)NCCCNCc1nnnn1CC(F)(F)F,1,1,True
Cc1noc(C)c1CN(C)C(=O)N[C@@H]1C[C@H]2CC[C@H]1O2,1,1,True
CCS(=O)(=O)NCC(=O)N[C@@H]1CN(C(C)C)C[C@@H]1O,1,1,True
CN(C)c1cnc(C(=O)NC2CN(Cc3nc(=O)n(C)[nH]3)C2)cn1,1,1,True
Cc1cnn(CC(=O)N[C@H]2CCN(C[C@@H]3CCn4ccnc4C3)C2)c1,1,1,True
CC[C@@H]1OCC[C@H]1C(=O)N[C@@H]1CN(Cc2cnn(C)n2)C[C@H]1O,1,1,True
CN1CCOC[C@H]1C(=O)N[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@]24CCOC4)C1,1,1,True
C[C@@H](C(=O)N1CC[C@H](NCc2nnc3n2CCOC3)C1)c1cncnc1,1,1,True
CN1[C@H]2CCC[C@@H](C1)[C@H]1CN(Cc3cnns3)C[C@H]12,1,1,True
CC(=O)NCC(=O)N[C@@H]1C[C@H]2CC[C@@H]1N2CCn1cncn1,1,1,True
C[C@H]1C[C@@H](NC(=O)C(=O)N(Cc2ccco2)C2CC2)c2nccn21,1,1,True
C=CCN1CCO[C@H]2CCN(C(=O)Cn3cncn3)C[C@H]21,1,1,True
CCc1ccoc1C(=O)NCCNC[C@@H]1C[C@@]12CCOC2,1,1,True
CN1[C@H](C(=O)NC2CN(C(=O)c3cnn[nH]3)C2)C[C@H]2CC[C@H]1C2,1,1,True
C[C@@H](NC(=O)N(C)Cc1nc(C2CC2)no1)c1nc2ccccc2[nH]1,1,1,True
CCn1ncnc1CN[C@@H](C)[C@H]1CCN(C(=O)Cc2nc[nH]n2)C1,1,1,True
C#CCOCCC(=O)NC[C@H]1CN(c2ncccn2)CCO1,1,1,True
CCn1cc(C(=O)N[C@@H]2[C@H]3C[C@H]2CN3C(=O)Cn2cncn2)ncc1=O,1,1,True
C=C(C)CCCNC(=O)N1C[C@@H](C)O[C@H](c2nc(C3CC3)no2)C1,1,1,True
C[C@@H](c1nnnn1C)N1CC(O)(CNC(=O)[C@@H]2CCCN2C)C1,1,1,True
Cn1oc(C(=O)NC2CN(CCCOCC(F)(F)F)C2)cc1=O,1,1,True
C[C@@H](NC1CCN(c2cnc(F)cn2)CC1)c1nc(Cl)ncc1F,1,1,True
CC[C@]1(C(=O)NCCNc2nc[nH]c3ncnc2-3)CCNC1,1,1,True
CCn1ccc(C(=O)N[C@H]2CCN([C@H](C)c3nnnn3C)C2)n1,1,1,True
C[C@H](O)CN1C[C@@H](O)[C@]2(CCN(C(=O)Cn3cnnn3)C2)C1,1,1,True
Cn1cc(C(=O)NCC2CN(C[C@@H]3CC[C@H]4C[C@@H]4C3)C2)ncc1=O,1,1,True
C=C(C)CN[C@H]1C[C@H](NC(=O)c2cnn3cccnc23)C12CCC2,1,1,True
Cc1nn(C)cc1C(=O)NC1CN(CCO[C@@H]2CC2(F)F)C1,1,1,True
CC(=O)NCC(=O)NCc1c[nH]nc1[C@H]1CCN(CCF)C1,1,1,True
Cc1nc(C(=O)N2CCC[C@]3(CCn4ncnc43)C2)no1,1,1,True
C=CCN1C[C@@H](NC(=O)c2cnnn2CC)CC[C@H]1C,1,1,True
C=CCN1CC[C@@H](C)[C@@H](NC(=O)c2cn3cccnc3n2)C1,1,1,True
C[C@@H]1CN(C2CC2)CCN1Cc1ccc(OCC(F)(F)F)cc1,1,1,True
CCn1ncnc1CN(C)[C@@H]1CCN(C(=O)[C@H](C)C(F)(F)F)C1,1,1,True
C=C(Cl)CNC[C@H]1C[C@H](NC(=O)c2cn(C)cn2)C12CCC2,1,1,True
C[C@H](NCCCNS(C)(=O)=O)[C@@H]1C[C@H]2CC[C@H]1C2,1,1,True
Cc1cncn1CC(=O)N[C@H]1C[C@H]2CC[C@@H]1N2C(=O)c1ncoc1C,1,1,True
CCO[C@@H]1COCC[C@@H]1NC(=O)/C=C/CN(C)C,1,1,True
C[C@H](C(=O)NCC1CN([C@@H](C)c2nc(C3CC3)no2)C1)c1cncnc1,1,1,True
C[C@@H]1C[C@@H](CN2C[C@@H](O)[C@H](NC(=O)CNC(N)=O)C2)CCO1,1,1,True
CN(C)CCCC(=O)N(C)[C@H]1CN(C(=O)Cc2ccon2)C[C@@H]1O,1,1,True
CCCC(=O)N1CC[C@@H]2CCN(C(=O)c3nc[nH]n3)[C@@H]2C1,1,1,True
CC(C)(C)O[C@@H]1C[C@@H](N[C@H]2CCC[C@H]3C[C@H]32)C1,1,1,True
Cn1nnc(CNC[C@@H]2CC[C@H](NC(=O)[C@H]3[C@@H]4COC[C@@H]43)C2)n1,1,1,True
CCOc1cc(C(=O)N[C@H]2C[C@H](CNC[C@H](C)OC)C2)ccn1,1,1,True
CCc1nnc(CNC[C@H]2CCN(C(=O)[C@H](C)OC)C2)o1,1,1,True
Cn1cnc(C(=O)N[C@H]2CCN(C(=O)[C@]34C[C@H]3COC4)C2)c1,1,1,True
C=CCN1C[C@H]2[C@@H](C1)[C@H]1CC[C@@H]2N(C(=O)CC=CCC)C1,1,1,True
Cn1ncc(CN[C@H]2C[C@H](CNC(=O)Cn3ncn(C)c3=O)C2)n1,1,1,True
C[C@H](O)C[C@H](C)CNC(=O)C[C@@H]1CC[C@@H]2C[C@@H]21,1,1,True
CN(Cc1cn(C)nn1)C[C@H]1CCN[C@@H](c2ccccc2)C1,1,1,True
CC(C)CN1CC[C@](O)(CNC(=O)Cn2cnc(C(N)=O)n2)C1,1,1,True
CCC[C@H](C)CC(=O)N[C@H]1C[C@@H](Nc2nccn3nnnc23)C1,1,1,True
CC[C@]1(C(=O)N2C[C@H]3CN([C@H]4C[C@@H]4C)C[C@H]3C2)CCNC1=O,1,1,True
CCCC(=O)N1C[C@H]2CC[C@H]1[C@H]1CN(Cc3cnns3)C[C@@H]12,1,1,True
Cc1nc(CN2C[C@H]3CC[C@H]2[C@H]2CN(C(=O)c4cnco4)C[C@H]23)co1,1,1,True
CCn1nncc1C(=O)N1CCC[C@H]2[C@@H]1CCN2Cc1cncn1C,1,1,True
Cc1ncsc1CN[C@H]1C[C@@H](CNC(=O)[C@]23C[C@H]2CCC3)C1,1,1,True
C#CCCCC(=O)N1C[C@@H]2C[C@@H]1C[C@H](NCC#CCOC)C2,1,1,True
CCCNC[C@@H]1CN(C(=O)[C@H]2C[C@H]3C[C@H]3C2)CCO1,1,1,True
CC(C)OCCN1CCC[C@H]1CNC(=O)[C@@H]1CCCc2nn[nH]c21,1,1,True
C=C/C(C)=C\CC(=O)N[C@@H]1C[C@H](C)N(C(=O)c2ncnn2C)C1,1,1,True
C=CCCCCCN1C[C@@H]2CCCN(C(=O)[C@@H]3CNC(=O)N3)[C@@H]2C1,1,1,True
CCC[C@]1(CO)CCCN1C(=O)NC[C@@H]1CC[C@H]2C[C@H]21,1,1,True
CN1CCN(c2ncnc3nccn32)[C@@H](CN)C1,1,1,True
C#CCNC[C@H]1CC[C@@H](NC(=O)COCc2nncn2C)C1,1,1,True
CCC(=O)N[C@H]1CC[C@H](CNC(=O)c2[nH]c3ccccc3c2F)C1,1,1,True
CC[C@@H](NCC[C@@H]1CN(C(=O)Cn2cnnn2)C[C@H]1C)C(N)=O,1,1,True
CCc1noc(CN[C@H]2C[C@H](NC(=O)[C@]34C[C@@H]3CCCC4)C2)n1,1,1,True
CN(C)C(=O)CN1C[C@@H]2CC[C@H](NC(=O)C(C)(C)F)C[C@@H]2C1,1,1,True
CCCNC(=O)CN1C[C@@H](NC(=O)CCn2cncn2)[C@H](OC)C1,1,1,True
Cc1nccc(c2noc(-c3cccc(NC[C@H]4CCCO4)c3)n2)n1,1,1,True
CCO[C@@H]1C[C@H](NC(=O)[C@@H](C)n2ccc(C(F)(F)F)n2)[C@]12CCCO2,1,1,True
CO[C@@H]1COCC[C@@H]1CC(=O)NC/C=C/CNCc1ccnn1C,1,1,True
CC(C)NS(=O)(=O)CCN1CC[C@H]2NC(=O)OC[C@H]2C1,1,1,True
C[C@@H](CCCCNc1ccc(-c2nn[nH]n2)nn1)NC(=O)[C@H]1C[C@@H]1C,1,1,True
C[C@@H]1CN(C(=O)[C@H]2[C@@H]3CCCC[C@@H]32)CC[C@H]1CNCc1ccon1,1,1,True
C=CCN1CC(n2cc(CNC(=O)[C@H](F)C3CCCC3)nn2)C1,1,1,True
C=C(C)CCC(=O)N1C[C@@H]2CCN(C(=O)Cc3[nH]cnc3C)[C@@H]2C1,1,1,True
CC(C)(C)OC(=O)CN(C)[C@H]1COC2(C1)OCCO2,1,1,True
CC(=O)CCCC(=O)N[C@@H]1CN(CCc2ncn(C)n2)C[C@H]1O,1,1,True
CC#CCN[C@H]1C[C@H]2CC[C@H]1N(C(=O)Cn1cncn1)C2,1,1,True
C[C@@H](C(=O)N1C[C@H]2CN(C)C[C@@H]2C1)c1cccc(Cl)c1,1,1,True
CCn1nncc1CN1[C@H]2CC[C@H]1CC(NC(=O)c1cnn(C)c1)C2,1,1,True
CCc1nc(C)c(CN[C@@H]2C[C@H](C)N(C(=O)CCCOC)C2)o1,1,1,True
CCCC[C@](C)(F)c1nc(CCNS(=O)(=O)c2cccnc2)no1,1,1,True
CC[C@H](C)CN1C[C@@H]2CCC[C@]2(NC(=O)c2ccccn2)C1,1,1,True
C[C@@H]1CN(C(=O)CNC(N)=O)C[C@H]1Nc1ncnc2c1nnn2C,1,1,True
C[C@@H]1[C@H]2CC[C@H](C[C@@H]1NC(=O)[C@H]1[C@@H]3CNC[C@@H]31)N2C(=O)c1cncnc1,1,1,True
COc1ccc(C(=O)N[C@@H]2CCN(Cc3ncnn3C)C[C@@H]2C)o1,1,1,True
Cc1nnc(CN2CC[C@@H]2CN(C)C(=O)[C@@H]2CCC(=O)N2)o1,1,1,True
CC[C@@H](F)CN1C[C@@H]2CN(C(=O)c3ccc(=O)n(C)n3)C[C@@H]2C1,1,1,True
C[C@H]1C[C@@H](Nc2cncc(C(=O)N(C)C)n2)c2nccn21,1,1,True
COc1cc(C(=O)NC[C@H]2CCCN(c3cnc(F)cn3)C2)on1,1,1,True
C[C@@H]1C[C@H]1C(=O)N1CC[C@@H](n2cc(CNCCO)nn2)C1,1,1,True
Cn1nccc1C(=O)N[C@@H]1CN(C(=O)[C@H]2C[C@H]3C[C@H]3C2)CC[C@@H]1Cl,1,1,True
CCCCC(=O)NC[C@@H]1CN(c2ncnc3c2nnn3C)CCO1,1,1,True
CCCC[C@H](C)C(=O)N1[C@@H]2CC[C@H]1CN(C(=O)c1occc1C)C2,1,1,True
CN(C[C@H]1CCN1C(=O)c1cn[nH]c1)C(=O)[C@]12C[C@H]1CCC2,1,1,True
Cc1nnc(CC(=O)NC[C@H](N[C@H]2CCN(C)C2=O)C2CC2)o1,1,1,True
Cc1nc(CN2C[C@@H]3C(NC(=O)CC(N)=O)[C@H]3C2)n[nH]1,1,1,True
C[C@@H](C(N)=O)N1CC(CNC(=O)[C@H]2CC[C@@H]3C[C@@H]3CC2)C1,1,1,True
Cc1noc(CCC(=O)N2CC[C@]3(CCC[C@@H]3C(=O)NCC3CC3)C2)n1,1,1,True
CCC[C@@H](C)CC(=O)N1C[C@H]2CN(Cc3ncccn3)C[C@@]2(C)C1,1,1,True
CCO[C@@H]1COC[C@H]1NC(=O)NCCc1cnc(-c2ccccc2)o1,1,1,True
C[C@@H]1C[C@H]1C(=O)N[C@@H]1C[C@H]2CC[C@@H]1N2C(=O)CCCN(C)C,1,1,True
C#CCCCCCC(=O)NCCCCCCNC[C@@H]1CC[C@@H]2C[C@H]2C1,1,1,True
Cn1cnc2ncnc(NC[C@H](O)CNC(=O)[C@]3(C)CCOC3)c21,1,1,True
C[C@@H]1CCC[C@@H](OCc2nc(-c3cccc4c[nH]nc43)no2)C1,1,1,True
CC(C)N1CC[C@](C)(NC(=O)c2ccc3ncncc3c2)C1,1,1,True
C#CCCN1C[C@@H](c2cnn(C)c2)[C@H](NC(=O)C(N)=O)C1,1,1,True
CN1CCC[C@H](C(=O)NC2[C@H]3CN(c4cc(F)ncn4)C[C@H]23)C1=O,1,1,True
CC(C)[C@H]1CCN(c2cc(N(C)C(=O)CCC(F)(F)F)ncn2)C1,1,1,True
C[C@@H](C(=O)NC(N)=O)N1CC(CNC(=O)[C@@H]2CCc3nncn3C2)C1,1,1,True
CC(=O)N[C@H](C)C(=O)NCCCNC[C@@H]1COc2ccccc2O1,1,1,True
CC(C)(C)n1ncc(CN2C[C@@H]3C[C@@H]2[C@@H]3NC(=O)CC2CC2)n1,1,1,True
Cc1ncc(C(=O)N[C@H]2C[C@H](CNCc3cn(C)nn3)C2)[nH]1,1,1,True
C=CCOCC(=O)N1CCC[C@H](N(C)Cc2noc(CC)n2)C1,1,1,True
CCO[C@H](C)c1noc(CNCCOc2ccc(F)cc2)n1,1,1,True
CCn1cc(CC(=O)N2C[C@@H](C)[C@H](N[C@H]3CCN(C)C3=O)C2)nn1,1,1,True
C[C@H](NCCO)[C@@H]1CCN(C(=O)Cn2ncn3nccc3c2=O)C1,1,1,True
C[C@H]1CN(C(=O)[C@H]2C[C@H]3C[C@H]3C2)C[C@H]1NCc1nnn(C)n1,1,1,True
C[C@@H]1CN(C(=O)[C@]2(F)CCOC2)C[C@H]1NCC(N)=O,1,1,True
CC(C)S(=O)(=O)CC(=O)N[C@H]1CN(C[C@@H](C)O)CCO1,1,1,True
COc1cc(F)ccc1C(=O)N1C[C@H]2CN(CC(C)C)C[C@H]2C1,1,1,True
C[C@@H]1C[C@H]1CC(=O)NC[C@H]1COCCN1C(=O)c1cn(C)nn1,1,1,True
CC(C)N(CCN1C[C@@H]2CCNC[C@@H]2C1)C[C@@H](O)C(F)(F)F,1,1,True
Cn1cnnc1CNC[C@H]1CCCN1C(=O)c1cn(C)c(=O)nn1,1,1,True
C[C@H](C(=O)NCCNCc1noc(C2CC2)n1)c1cccnc1,1,1,True
Cn1cc(N2C[C@@H](O)[C@H](NC(=O)CC[C@@H](C)c3ccccc3)C2)cn1,1,1,True
CNCc1cnn(CCC(=O)N2C[C@@H]3CC[C@@H](O)[C@H]3C2)c1,1,1,True
CC(C)c1n[nH]c(CN[C@H]2CCN(C(=O)Cn3ncnn3)C[C@H]2C)n1,1,1,True
C=CCC1(C(=O)N2CC[C@](C)(CNc3ncc(F)cn3)C2)CCC1,1,1,True
Cn1ncc2c1ncnc2NC[C@H]1CCC[C@@H](N)C1,1,1,True
C[C@@H]1C[C@H]1CNc1ccc(N2CCC[C@@H]2C(N)=O)nc1,1,1,True
CCCn1nnnc1CN[C@@H]1CN(C(=O)Cn2cnnn2)C[C@@H]1C,1,1,True
CC(C)Cc1noc(CN2CCC[C@@]23CCOC3)n1,1,1,True
C[C@@H](CO)CN(C)S(=O)(=O)NC[C@@H]1Cc2ccccc2O1,1,1,True
CC(C)(F)C(=O)N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CCc1cn[nH]c1,1,1,True
Cn1nnc(CN2CC[C@@H](NC(=O)C(C)(C)c3cnc[nH]3)C2)n1,1,1,True
COc1cc(CN2C[C@H](F)C[C@H]2CN(C)C)ccc1F,1,1,True
CC(C)(C)[C@H]1CCC[C@@H]1NC(=O)c1ccc(=O)n(-c2cccc(F)c2)n1,1,1,True
CC1(C)CO[C@@H](CN[C@H]2C[C@@H](NC(=O)[C@H]3C[C@H]3C(N)=O)C2)C1,1,1,True
Cn1[nH]c(CNCC2(NC(=O)[C@H]3C[C@H]4CCCCN4C3)CC2)nc1=O,1,1,True
Cc1c[nH]nc1C(=O)N[C@]12CCC[C@H]1CN(Cc1cnon1)C2,1,1,True
Cc1nc(C)c(CN2CC[C@H]2CNC(=O)c2ccc(F)nc2)o1,1,1,True
C#CCCN1C[C@H]2[C@@H](C1)[C@H]1CC[C@@H]2N(C(=O)c2ccoc2C)C1,1,1,True
CC1(C(=O)N[C@@H]2CCN(C(=O)c3n[nH]cc3F)C2)C[C@H]2C[C@@H]2C1,1,1,True
COc1cc(C(=O)N2CC[C@@H](NCc3cn(C)nn3)[C@H](C)C2)on1,1,1,True
C#CCN1CCN(CCN(C)C(=O)Cc2nnc(C)o2)CC1,1,1,True
Cn1ncn(CC(=O)N[C@@H]2CCN(C(=O)CC(C)(C)O)C2)c1=O,1,1,True
CCn1ccnc1C(=O)N1CC[C@H]2CN(C(=O)[C@]3(C)CCOC3)C[C@H]21,1,1,True
Cc1cnc(CN2CC[C@@H]3CN(C(=O)[C@H](F)C(C)C)C[C@@H]3C2)cn1,1,1,True
Cc1cnc(CN2CC[C@H]3CN(C(=O)CCCn4cccc4)CC[C@H]32)o1,1,1,True
Cn1cnc2ncnc(N[C@@H]3CC[C@H](S(C)(=O)=O)C3)c21,1,1,True
C=CCOCCN1CCN(C(=O)c2nnn(C)n2)CC1,1,1,True
CN1CCOC[C@@H]1C(=O)N1C[C@H]2CC[C@@H](C1)N2c1nc[nH]c2ncnc1-2,1,1,True
CC#CCN1C[C@@H]2C(CNC(=O)c3cnc(O)n3C)[C@H]2C1,1,1,True
C[C@H](NC(=O)[C@@H]1COC(=O)N1)C1CN(CCCCCOC(C)C)C1,1,1,True
C#CCCNC[C@@H]1CN(C(=O)c2cn(C)nc2CC)C[C@H]1C,1,1,True
C[C@@H](NC(=O)c1ccc(-n2cccn2)nc1)[C@]12C[C@H]1CCC=C2,1,1,True
CCCCOCC(=O)N[C@H]1[C@H]2C[C@H]1CN2c1cccc(F)c1C#N,1,1,True
C[C@@H](O)CN1C[C@H]2[C@H](C1)[C@@H]1CC[C@H]2CN1C(=O)c1ncccn1,1,1,True
CCCNC(=O)CN1C[C@H]2[C@@H](C1)[C@@H]2NC(=O)[C@H]1COCCN1CC,1,1,True
CN(CCNC(=O)[C@H]1Cc2cccn2C\C(=O)N1)Cc1nnc(C2CC2)o1,1,1,True
C[C@@H]1C[C@H](C)N(c2nnc(-c3ncccn3)n2C)C[C@H]1CN,1,1,True
C[C@@H]1CN(Cc2cn(C)nn2)C[C@H]1CCNC(=O)CC(N)=O,1,1,True
CC(C)C(=O)N1C[C@@H]2C(NC(=O)c3ccc(-c4ncon4)nn3)[C@H]2C1,1,1,True
CC(=O)[C@@H]1CN(C)C[C@H]1c1nc(Cc2cccc(Cl)n2)no1,1,1,True
CCC[C@@H]1C[C@H]1C(=O)N[C@]12CCC[C@H]1CN(Cc1nnc(CCC)o1)C2,1,1,True
CNC(=O)CCCC(=O)N[C@@H]1[C@H]2CN(Cc3nc(=O)n(C)[nH]3)C[C@H]21,1,1,True
CCc1cc(C(=O)N2C[C@@H]3C[C@H]2CN3Cc2cc(C)n(C)n2)no1,1,1,True
CC[C@H]1C[C@@H]1CN/C(N)=N/Cc1cnc(-c2ccccc2)[nH]1,1,1,True
CC(=O)N(C)CC(=O)N1C[C@@H](NCC(N)=O)[C@@H](n2ccnn2)C1,1,1,True
CCn1ccc(CN2CC[C@@H]3O[C@H](C(=O)N(C)C)C[C@@H]32)n1,1,1,True
CC[C@@H](OC)C(=O)N[C@H]1CCN(Cc2cn(C(C)(C)C)nn2)C[C@@H]1O,1,1,True
CN(CCNC(=O)Cc1nc2ncccn2n1)C(=O)[C@H]1CCCN1C,1,1,True
C#C[C@H](CC(C)C)OCc1ccc(F)cc1O[C@H](C)c1ncnn1C,1,1,True
CC[C@H](F)C(=O)N1CC[C@@H](NC[C@@H]2CCc3ncnn32)C1,1,1,True
CC(C)c1noc(CN2CC([C@@H](C)NC(=O)c3ccncn3)C2)n1,1,1,True
CN(C(=O)Cn1cncn1)[C@@H]1CCN(CCn2cncn2)C1,1,1,True
Cc1ccc(CNC(=O)N2C[C@H]3C[C@H]2C[C@@H]3F)[nH]c1=O,1,1,True
CNS(=O)(=O)CC(=O)N1C[C@H](CNCCO)C[C@H]1C,1,1,True
CCC(=O)NCC(=O)N1C[C@H](C)[C@H](NCc2nonc2C)C1,1,1,True
C#CCNC(=O)[C@@H](C)N[C@H]1CCN(C(=O)[C@H]2C[C@H]3C[C@H]3C2)C1,1,1,True
CCCC(=O)N1CC[C@H](N(C)c2cc(Cl)cn3ncnc23)C1,1,1,True
Cc1nc([C@H](C)NCCOCCNC(=O)[C@@H]2C[C@H]2C2CC2)no1,1,1,True
CCCC(=O)N1[C@@H]2CC[C@H]1C[C@@H](CNC(=O)CC(N)=O)C2,1,1,True
CC(C)CC(CC(C)C)N1CCN2CCOC[C@]1(CO)C2,1,1,True
C[C@H]1[C@H]2CCN1C[C@H](NC(=O)c1c[nH]c3cc(F)c(F)cc13)C2,1,1,True
C[C@H]1C[C@@H]1C(=O)N1CCO[C@@H](CNC(=O)c2ncn(C)n2)C1,1,1,True
CC[C@H](F)CN1C[C@H]2C[C@@H]3CN(C(=O)c4ccncc4)C[C@]2(C1)O3,1,1,True
CCc1cc(N2CC[C@@](C)(NC(=O)[C@]3(C)CCOC3)C2)ncn1,1,1,True
CCn1ncnc1CN[C@H]1CCN(C(=O)CCCn2ccnc2)[C@@H]1C,1,1,True
Cc1cnn(CC(=O)N[C@H]2C[C@H]3C[C@@H](C2)N(C(=O)CC(N)=O)C3)c1,1,1,True
CN(C)C(=O)CN1CC[C@H]2[C@@H]1CCCN2C(=O)Cn1cncn1,1,1,True
Cn1nncc1C(=O)N[C@@H]1CCN(CCS(C)(=O)=O)C1,1,1,True
COc1ccnc(N2CC[C@@H](NC(=O)CCCN(C)C)C[C@@H]2C)n1,1,1,True
C[C@H](CCN[C@H](C)c1ncccn1)NC(=O)C(C)(C)S(C)(=O)=O,1,1,True
Cc1ncncc1C(=O)NCCNCC(=O)N1CCO[C@H]2CCC[C@@H]21,1,1,True
C[C@@H]1C[C@H](C)CN(C(=O)N[C@H]2C[C@@H]3CCCCN3C2F)C1,1,1,True
Cn1ccn2c(CN[C@H](CC(N)=O)C3CCOCC3)nnc2c1=O,1,1,True
C[C@@H]1C[C@H](O)CN(Cc2ccc(Oc3cccc(F)c3)nc2)C1,1,1,True
C/C=C(\C)C(=O)N[C@]1(CO)CCCN(c2nc(C)nc(N(C)C)n2)C1,1,1,True
Cc1ocnc1C(=O)N1C[C@@H](C)[C@@H](NCc2ccc(F)c(F)c2)C1,1,1,True
C=CCO[C@H](CN1CCC[C@@H](NC(=O)Cn2ncnn2)C1)C1CC1,1,1,True
C#CCNC(=O)CC(=O)N[C@@H]1CN(CCCOCC)C[C@@H]1O,1,1,True
CC(C)CCN[C@@H]1C[C@H]2C[C@@H](C1)N(C(=O)c1ccoc1C1CC1)C2,1,1,True
CN(C)C(=O)Cn1nc(C(F)F)nc1N1CC2c3ccccc3C[C@@H]2C1,1,1,True
CC(C)n1nnnc1CN(C)[C@@H]1CCN(C(=O)[C@@H]2C[C@H]2C)C1,1,1,True
C[C@H](C(=O)N(C)CC(=O)NC[C@H]1C[C@@H](O)C1)c1ccc(F)c(F)c1,1,1,True
CN(Cc1coc(-c2ccccc2)n1)C1CNC1,1,1,True
Cn1cnnc1CNC1[C@@H]2CN(C(=O)CC3(O)CCC3)C[C@@H]12,1,1,True
CC[C@@H]1CCO[C@@H]1c1nc(-c2cccc(OC3CC3)c2F)no1,1,1,True
CC(C)=CCN(CCCNC(=O)[C@H]1C[C@@H](C)CO1)Cc1cccnc1,1,1,True
CN(C)c1cnc(C(=O)NCC[C@@H]2CCN(CC(N)=O)C2)cn1,1,1,True
CCCc1cc(C(=O)N[C@H]2C[C@@H](NC(=O)[C@H]3C[C@H]4CCCCN4C3)C2)no1,1,1,True
